BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,1,10.0,ACLBSL,10,11
ACLBSL,10,50.0,ACLBSL,11,241
ACLBSL,14,110.0,ACLBSL,16,25
ACLBSL,16,26.0,ACLBSL,17,23
ACLBSL,28,3.0,ACLBSL,21,60
ACLBSL,29,12.0,ACLBSL,22,190
ACLBSL,32,56.0,ACLBSL,26,33
ACLBSL,34,20.0,ACLBSL,28,14
ACLBSL,38,10.0,ACLBSL,32,1
ACLBSL,4,10.0,ACLBSL,33,1
ACLBSL,41,137.0,ACLBSL,34,46
ACLBSL,42,10.0,ACLBSL,35,11
ACLBSL,45,18.0,ACLBSL,37,1
ACLBSL,46,23.0,ACLBSL,39,11
ACLBSL,48,598.0,ACLBSL,41,53
ACLBSL,53,10.0,ACLBSL,42,130
ACLBSL,54,159.0,ACLBSL,43,10
ACLBSL,58,14.0,ACLBSL,45,76
ACLBSL,6,1.0,ACLBSL,46,11
ACLBSL,7,38.0,ACLBSL,47,11
ACLBSL,8,1.0,ACLBSL,48,1
ADBL,1,10.0,ACLBSL,49,18
ADBL,10,20.0,ACLBSL,50,11
ADBL,11,510.0,ACLBSL,51,123
ADBL,14,520.0,ACLBSL,52,22
ADBL,17,115.0,ACLBSL,53,11
ADBL,19,90.0,ACLBSL,54,17
ADBL,20,35.0,ACLBSL,56,26
ADBL,21,250.0,ACLBSL,57,12
ADBL,22,326.0,ACLBSL,58,65
ADBL,25,520.0,ACLBSL,59,20
ADBL,26,70.0,ACLBSL,6,1
ADBL,28,245.0,ACLBSL,7,29
ADBL,29,215.0,ACLBSL,8,1
ADBL,32,1046.0,ADBL,10,90
ADBL,33,80.0,ADBL,14,86
ADBL,34,60.0,ADBL,17,60
ADBL,35,620.0,ADBL,19,479
ADBL,36,616.0,ADBL,21,193
ADBL,38,255.0,ADBL,25,545
ADBL,39,260.0,ADBL,26,250
ADBL,4,60.0,ADBL,32,501
ADBL,40,450.0,ADBL,33,500
ADBL,41,440.0,ADBL,34,10
ADBL,42,607.0,ADBL,36,272
ADBL,43,115.0,ADBL,38,30
ADBL,44,622.0,ADBL,39,150
ADBL,45,717.0,ADBL,4,8762
ADBL,46,1050.0,ADBL,40,4023
ADBL,47,770.0,ADBL,43,480
ADBL,48,29.0,ADBL,45,882
ADBL,49,1708.0,ADBL,46,50
ADBL,5,100.0,ADBL,47,200
ADBL,50,256.0,ADBL,51,112
ADBL,51,250.0,ADBL,53,180
ADBL,52,525.0,ADBL,54,10
ADBL,53,100.0,ADBL,55,284
ADBL,54,102.0,ADBL,56,150
ADBL,55,570.0,ADBL,57,350
ADBL,57,145.0,ADBL,58,426
ADBL,58,2160.0,ADBLD83,34,500
ADBL,59,1176.0,AHPC,1,1830
ADBL,6,200.0,AHPC,10,1080
ADBL,7,1060.0,AHPC,11,834
ADBLD83,1,500.0,AHPC,13,350
AHPC,1,8056.0,AHPC,14,1739
AHPC,10,5099.0,AHPC,16,2808
AHPC,11,1080.0,AHPC,17,6439
AHPC,13,400.0,AHPC,18,800
AHPC,14,4497.0,AHPC,19,1384
AHPC,16,3310.0,AHPC,20,1101
AHPC,17,1383.0,AHPC,21,16198
AHPC,18,8970.0,AHPC,22,1420
AHPC,19,5874.0,AHPC,25,2485
AHPC,20,200.0,AHPC,26,14142
AHPC,21,4536.0,AHPC,28,1145
AHPC,22,10445.0,AHPC,29,401
AHPC,25,3211.0,AHPC,3,3788
AHPC,26,6953.0,AHPC,32,7722
AHPC,28,4896.0,AHPC,33,3458
AHPC,29,1840.0,AHPC,34,31485
AHPC,3,6972.0,AHPC,35,2760
