BStock,Buyer,BQty,SStock,Seller,SQty
ACLBSL,10,11,ACLBSL,10,10.0
ACLBSL,11,19,ACLBSL,16,3.0
ACLBSL,14,10,ACLBSL,17,23.0
ACLBSL,16,13,ACLBSL,20,1.0
ACLBSL,19,10,ACLBSL,21,20.0
ACLBSL,20,1,ACLBSL,26,50.0
ACLBSL,29,10,ACLBSL,29,16.0
ACLBSL,36,12,ACLBSL,40,11.0
ACLBSL,41,11,ACLBSL,42,11.0
ACLBSL,42,121,ACLBSL,43,20.0
ACLBSL,47,11,ACLBSL,45,11.0
ACLBSL,49,10,ACLBSL,56,60.0
ACLBSL,5,30,ACLBSL,57,16.0
ACLBSL,52,20,ACLBSL,8,79.0
ACLBSL,56,10,ADBL,1,2000.0
ACLBSL,57,22,ADBL,13,200.0
ACLBSL,6,10,ADBL,14,5500.0
ADBL,10,50,ADBL,16,423.0
ADBL,11,210,ADBL,19,600.0
ADBL,13,81,ADBL,21,150.0
ADBL,14,1384,ADBL,22,10.0
ADBL,17,965,ADBL,26,1.0
ADBL,19,110,ADBL,28,1000.0
ADBL,20,200,ADBL,29,823.0
ADBL,21,610,ADBL,32,2145.0
ADBL,22,93,ADBL,33,250.0
ADBL,25,50,ADBL,34,428.0
ADBL,28,320,ADBL,37,72.0
ADBL,32,200,ADBL,38,260.0
ADBL,33,4010,ADBL,39,266.0
ADBL,34,1564,ADBL,4,1355.0
ADBL,36,512,ADBL,40,3225.0
ADBL,38,121,ADBL,41,198.0
ADBL,39,100,ADBL,42,1200.0
ADBL,40,2000,ADBL,44,100.0
ADBL,41,10,ADBL,45,994.0
ADBL,42,1080,ADBL,46,240.0
ADBL,44,4475,ADBL,47,400.0
ADBL,45,645,ADBL,49,150.0
ADBL,46,70,ADBL,50,20.0
ADBL,47,48,ADBL,54,70.0
ADBL,48,350,ADBL,57,149.0
ADBL,49,1190,ADBL,58,170.0
ADBL,5,100,ADBL,59,70.0
ADBL,51,10,ADBL,6,180.0
ADBL,52,250,ADBL,7,250.0
ADBL,53,30,ADBL,8,70.0
