Stock,Buyer,Qty,Stock,Seller,Qty
ACLBSL,10,110,ACLBSL,1,150.0
ACLBSL,13,150,ACLBSL,20,250.0
ACLBSL,34,20,ACLBSL,21,10.0
ACLBSL,38,1110,ACLBSL,32,20.0
ACLBSL,41,20,ACLBSL,35,10.0
ACLBSL,48,10,ACLBSL,36,10.0
ACLBSL,53,10,ACLBSL,42,60.0
ADBL,1,560,ACLBSL,43,124.0
ADBL,10,600,ACLBSL,45,150.0
ADBL,11,550,ACLBSL,47,40.0
ADBL,14,797,ACLBSL,49,10.0
ADBL,16,250,ACLBSL,52,100.0
ADBL,17,10,ACLBSL,55,300.0
ADBL,20,587,ACLBSL,56,20.0
ADBL,21,35,ACLBSL,58,100.0
ADBL,22,665,ACLBSL,6,10.0
ADBL,25,35,ACLBSL,7,30.0
ADBL,26,210,ACLBSL,8,36.0
ADBL,28,603,ADBL,10,100.0
ADBL,29,70,ADBL,11,100.0
ADBL,3,100,ADBL,14,1146.0
ADBL,32,167,ADBL,16,1000.0
ADBL,33,200,ADBL,17,290.0
ADBL,34,50,ADBL,22,160.0
ADBL,35,100,ADBL,25,77.0
ADBL,36,36,ADBL,26,213.0
ADBL,38,200,ADBL,29,200.0
ADBL,39,110,ADBL,32,134.0
ADBL,4,1170,ADBL,33,1274.0
ADBL,40,1995,ADBL,34,200.0
ADBL,41,100,ADBL,35,107.0
ADBL,42,280,ADBL,38,2834.0
ADBL,44,70,ADBL,39,100.0
ADBL,45,470,ADBL,4,170.0
ADBL,47,80,ADBL,42,100.0
ADBL,49,260,ADBL,44,300.0
ADBL,50,160,ADBL,47,310.0
ADBL,51,24,ADBL,48,50.0
ADBL,54,125,ADBL,49,115.0
ADBL,55,50,ADBL,56,905.0
ADBL,56,20,ADBL,57,669.0
ADBL,57,100,ADBL,58,20.0
ADBL,58,427,ADBL,59,50.0
ADBL,59,100,ADBL,6,20.0
ADBL,6,30,ADBL,8,767.0
ADBL,8,15,ADBLD83,50,100.0
ADBLD83,1,100,AHPC,1,10.0
AHPC,1,370,AHPC,10,200.0
AHPC,11,200,AHPC,14,100.0
AHPC,14,35,AHPC,16,100.0
AHPC,16,50,AHPC,17,450.0
